cpg,gene,chromosome,f_type
cg09405790,ANK1,chr8,Island
cg10601625,ANK1,chr8,Open_Sea
cg12003463,ANK1,chr8,Open_Sea
cg17103638,ANK1,chr8,Open_Sea
cg17331296,ANK1,chr8,Island
cg18614735,ANK1,chr8,Island
cg19537719,ANK1,chr8,Island
cg19585816,ANK1,chr8,Island
cg25043378,ANK1,chr8,Open_Sea
cg26530758,ANK1,chr8,Island
cg19942138,ANK2,chr4,Open_Sea
cg24571899,ANK3,chr10,Open_Sea
cg26110900,ANK3,chr10,Open_Sea
cg24699719,ANKDD1B,chr5,Open_Sea
cg07118895,ANKFN1,chr17,Open_Sea
cg18851332,ANKFN1,chr17,Open_Sea
cg13303203,ANKFY1,chr17,Open_Sea
cg19116924,ANKH,chr5,Open_Sea
cg07676324,ANKHD1,chr5,Island
cg10095247,ANKIB1,chr7,Open_Sea
cg15304674,ANKIB1,chr7,Open_Sea
cg06976250,ANKK1,chr11,Island
cg15946653,ANKK1,chr11,Island
cg11570575,ANKLE2,chr12,N_Shore
cg00853811,ANKMY1,chr2,S_Shelf
cg07212969,ANKMY1,chr2,N_Shore
cg15825304,ANKMY1,chr2,N_Shelf
cg10776493,ANKMY2,chr7,Island
cg23402769,ANKMY2,chr7,Island
cg10538908,ANKRA2,chr5,N_Shelf
cg26354759,ANKRA2,chr5,Island
cg00948881,ANKRD11,chr16,Open_Sea
cg02487202,ANKRD11,chr16,Open_Sea
cg04533078,ANKRD11,chr16,Open_Sea
cg06411447,ANKRD11,chr16,Open_Sea
cg07054502,ANKRD11,chr16,N_Shelf
cg08420923,ANKRD11,chr16,Open_Sea
cg16623734,ANKRD11,chr16,Open_Sea
cg26533023,ANKRD11,chr16,Open_Sea
cg02408187,ANKRD13A,chr12,N_Shore
cg14695947,ANKRD16,chr10,Open_Sea
cg17903879,ANKRD17,chr4,Island
cg08577743,ANKRD18A,chr9,Island
cg02436990,ANKRD19P,chr9,Island
cg06821959,ANKRD19P,chr9,Island
cg11516613,ANKRD20A18P,chr21,Island
cg08721908,ANKRD20A8P,chr2,Island
cg03173367,ANKRD23,chr2,S_Shore
cg19327375,ANKRD24,chr19,S_Shelf
cg22502319,ANKRD24,chr19,Island
cg26303613,ANKRD24,chr19,Open_Sea
cg03293206,ANKRD26P1,chr16,Open_Sea
cg01428589,ANKRD27,chr19,Island
cg05355328,ANKRD27,chr19,Island
cg24792749,ANKRD27,chr19,Island
cg10284115,ANKRD28,chr3,Open_Sea
cg26822986,ANKRD29,chr18,Island
cg23457837,ANKRD31,chr5,Island
cg01259029,ANKRD33B,chr5,Island
cg22560979,ANKRD33B,chr5,Island
cg12628659,ANKRD34C-AS1,chr15,Island
cg22694275,ANKRD34C-AS1,chr15,S_Shore
cg26203097,ANKRD34C-AS1,chr15,N_Shelf
cg17114402,ANKRD36,chr2,Island
cg00071045,ANKRD36B,chr2,Island
cg17108748,ANKRD36BP2,chr2,Island
cg26426348,ANKRD36C,chr2,N_Shore
cg02641917,ANKRD44,chr2,Open_Sea
cg24913825,ANKRD44,chr2,Open_Sea
cg27145197,ANKRD44,chr2,Open_Sea
cg16909914,ANKRD46,chr8,Open_Sea
cg09646593,ANKRD50,chr4,N_Shelf
cg19898448,ANKRD50,chr4,N_Shelf
cg23759554,ANKRD52,chr12,Open_Sea
cg17577695,ANKRD55,chr5,Open_Sea
cg22175764,ANKRD60,chr20,Island
cg26667205,ANKRD60,chr20,Island
cg18393173,ANKS1A,chr6,S_Shore
cg19884267,ANKS1A,chr6,S_Shore
cg06312072,ANKS1B,chr12,N_Shore
cg11554266,ANKS1B,chr12,Island
cg13475578,ANKS1B,chr12,Open_Sea
cg20254354,ANKS1B,chr12,N_Shore
cg27458485,ANKS1B,chr12,Island
cg26544435,ANKS3,chr16,Open_Sea
cg26386788,ANLN,chr7,S_Shore
cg03565189,ANO1,chr11,Island
cg08095183,ANO1,chr11,Open_Sea
cg13237021,ANO1,chr11,Open_Sea
cg22082706,ANO1,chr11,Island
cg24044957,ANO1,chr11,N_Shelf
cg25723217,ANO1,chr11,Open_Sea
cg18034092,ANO10,chr3,Open_Sea
cg16451358,ANO2,chr12,S_Shore
cg03079754,ANO3,chr11,Open_Sea
cg16215361,ANO3,chr11,Open_Sea
cg04851712,ANO4,chr12,Island
cg11389764,ANO4,chr12,Island
cg10892950,ANO6,chr12,Open_Sea
cg17052212,ANO6,chr12,Open_Sea
cg17810878,ANO6,chr12,Open_Sea
cg22251684,ANO6,chr12,Open_Sea
cg23310538,ANO6,chr12,Island
cg04694619,ANO7,chr2,Open_Sea
cg05122969,ANO9,chr11,Island
cg08362102,ANP32A,chr15,Open_Sea
cg10205045,ANP32A,chr15,Open_Sea
cg16244944,ANP32C,chr4,Open_Sea
cg13358873,ANTXR1,chr2,Open_Sea
cg22716949,ANTXR1,chr2,Open_Sea
cg24676755,ANTXR1,chr2,Open_Sea
cg11539055,ANTXR2,chr4,S_Shore
cg03359508,ANXA11,chr10,Island
cg08326861,ANXA13,chr8,Open_Sea
cg03957109,ANXA2,chr15,Open_Sea
cg11681321,ANXA2,chr15,Open_Sea
cg25515997,ANXA2,chr15,Open_Sea
cg27554954,ANXA2,chr15,S_Shore
cg10366878,ANXA3,chr4,Open_Sea
cg00755950,ANXA4,chr2,Open_Sea
cg03636174,ANXA4,chr2,Island
cg17719951,ANXA4,chr2,S_Shore
cg16108132,ANXA7,chr10,S_Shore
cg09839204,ANXA8L1,chr10,Open_Sea
cg25761626,ANXA8L1,chr10,Open_Sea
cg20437604,ANXA9,chr1,Open_Sea
cg09773473,AOAH,chr7,Open_Sea
cg12073548,AOAH,chr7,Open_Sea
cg15388107,AOAH,chr7,Open_Sea
cg00028014,AOX2P,chr2,Open_Sea
cg03173570,AP000253.1,chr21,N_Shore
cg18841894,AP000253.1,chr21,Island
cg12549554,AP000275.65,chr21,Open_Sea
cg27263386,AP000275.65,chr21,Island
cg00376979,AP000282.2,chr21,Island
cg02100602,AP000282.2,chr21,Island
cg02115911,AP000282.2,chr21,Island
cg02965237,AP000282.2,chr21,S_Shore
cg03696345,AP000282.2,chr21,Island
cg05183668,AP000282.2,chr21,N_Shore
cg05634149,AP000282.2,chr21,Island
cg06412358,AP000282.2,chr21,Island
cg10477592,AP000282.2,chr21,S_Shore
cg11215918,AP000282.2,chr21,Island
cg15299832,AP000282.2,chr21,Island
cg16403860,AP000282.2,chr21,N_Shore
cg16713743,AP000282.2,chr21,Island
cg18374181,AP000282.2,chr21,S_Shore
cg21032292,AP000282.2,chr21,N_Shore
cg24399395,AP000282.2,chr21,Island
cg03770455,AP000304.12,chr21,N_Shore
cg16021182,AP000304.12,chr21,Island
cg19807612,AP000304.12,chr21,S_Shore
cg07707891,AP000320.7,chr21,Open_Sea
cg03133266,AP000345.2,chr22,Island
cg01585852,AP000350.10,chr22,N_Shore
cg05241025,AP000350.10,chr22,Island
cg03232933,AP000432.1,chr21,Island
cg10892403,AP000438.2,chr11,Open_Sea
cg10860860,AP000619.6,chr11,Open_Sea
cg10366093,AP000662.4,chr11,Island
ch.21.36723363F,AP000695.6,chr21,Open_Sea
cg12630953,AP000697.6,chr21,Island
cg14769207,AP000697.6,chr21,Island
cg21152177,AP000697.6,chr21,Island
cg06302541,AP000708.1,chr11,N_Shore
cg17071639,AP000708.1,chr11,Island
cg02873321,AP000783.1,chr11,Island
cg05289253,AP000783.1,chr11,Island
cg10307172,AP000783.1,chr11,S_Shore
cg01679328,AP000797.3,chr11,S_Shore
cg16793187,AP000797.3,chr11,Island
cg20485124,AP000936.4,chr11,Island
cg23306832,AP000936.4,chr11,N_Shore
cg25541412,AP001062.9,chr21,Island
cg17421890,AP001107.1,chr11,S_Shore
cg20149625,AP001107.1,chr11,Island
cg18597421,AP001439.2,chr21,N_Shore
cg10435849,AP001471.1,chr21,Island
cg05305078,AP002856.4,chr11,Open_Sea
cg03304763,AP002884.2,chr11,Open_Sea
cg05687149,AP002884.2,chr11,Open_Sea
cg09122223,AP002884.2,chr11,Open_Sea
cg14146407,AP002884.2,chr11,Island
cg22399458,AP002884.2,chr11,Open_Sea
cg23831217,AP002884.2,chr11,Open_Sea
cg25064146,AP002884.2,chr11,S_Shore
cg25363789,AP003068.23,chr11,S_Shore
cg15453278,AP003419.11,chr11,Open_Sea
cg09072859,AP004782.1,chr11,Open_Sea
cg23522601,AP004782.1,chr11,Open_Sea
cg05862431,AP006216.10,chr11,S_Shore
cg22404646,AP006621.8,chr11,Island
cg26255210,AP006621.9,chr11,Island
cg27649971,AP006621.9,chr11,N_Shore
cg06200982,AP1AR,chr4,Open_Sea
cg07597885,AP1B1,chr22,Open_Sea
cg08693206,AP1B1,chr22,Island
cg02945646,AP1G2,chr14,S_Shore
cg07575174,AP1M1,chr19,Island
cg23677833,AP1M1,chr19,N_Shore
cg25363442,AP1S2,chrX,Open_Sea
cg03341091,AP1S3,chr2,Island
cg05768047,AP2A2,chr11,N_Shore
cg06272648,AP2A2,chr11,Open_Sea
cg07276007,AP2A2,chr11,Open_Sea
cg08158799,AP2A2,chr11,Island
cg23136738,AP2A2,chr11,Island
cg11011736,AP2B1,chr17,Open_Sea
cg21116410,AP2B1,chr17,Island
cg22228613,AP2B1,chr17,N_Shore
cg27563239,AP2B1,chr17,Open_Sea
cg09602452,AP2M1,chr3,S_Shelf
cg24844441,AP2M1,chr3,Open_Sea
cg10672726,AP2S1,chr19,N_Shore
cg08976646,AP3B1,chr5,Open_Sea
cg21669441,AP3B2,chr15,Island
cg07202222,AP3D1,chr19,Island
cg24008801,AP3D1,chr19,Island
cg26483809,AP3S2,chr15,Open_Sea
cg13991834,AP4B1-AS1,chr1,Open_Sea
cg24550026,AP4B1-AS1,chr1,Open_Sea
cg12358443,AP4M1,chr7,Island
cg26023204,AP4M1,chr7,Island
cg11117717,AP4S1,chr14,Open_Sea
cg13004429,AP4S1,chr14,Island
cg23974248,AP4S1,chr14,N_Shore
cg00110982,AP5Z1,chr7,Island
cg13580827,APBA1,chr9,Open_Sea
cg13982318,APBA1,chr9,Island
cg10331073,APBB1IP,chr10,Island
cg16492341,APBB1IP,chr10,Island
cg17266562,APBB1IP,chr10,Island
cg22842855,APBB1IP,chr10,Island
cg23774717,APBB1IP,chr10,Island
cg07291349,APBB2,chr4,Open_Sea
cg15989892,APBB2,chr4,Open_Sea
cg16552881,APBB2,chr4,Open_Sea
cg18401298,APBB2,chr4,Open_Sea
cg27434086,APBB2,chr4,N_Shore
cg02618049,APBB3,chr5,N_Shelf
cg00577935,APC,chr5,Open_Sea
cg03667968,APC,chr5,Open_Sea
cg08512345,APC,chr5,Island
cg11613015,APC,chr5,Open_Sea
cg12534150,APC,chr5,Open_Sea
cg14511739,APC,chr5,Open_Sea
cg22035501,APC,chr5,Open_Sea
cg00336800,APC2,chr19,Island
cg03306486,APC2,chr19,Island
cg10090761,APC2,chr19,Island
cg19305488,APC2,chr19,Island
cg19333963,APC2,chr19,Island
cg03310046,APCDD1,chr18,S_Shore
cg06825512,APCDD1,chr18,N_Shore
cg13778709,APCDD1L,chr20,Island
cg14546153,APCDD1L,chr20,S_Shore
cg23487201,APCDD1L,chr20,Island
cg24115032,APCDD1L,chr20,Island
cg10596006,APEH,chr3,Island
cg16908913,APEH,chr3,S_Shelf
cg18107697,APH1A,chr1,S_Shore
cg10146807,API5,chr11,N_Shore
cg15340373,API5,chr11,Island
cg19844635,API5,chr11,Island
cg25028523,API5,chr11,S_Shore
cg25614726,APITD1,chr1,N_Shore
cg26637069,APLNR,chr11,Open_Sea
cg22186291,APLP2,chr11,Open_Sea
cg26532393,APLP2,chr11,Island
cg24345349,APMAP,chr20,Open_Sea
cg03350299,APOB,chr2,Island
cg16306978,APOB,chr2,Island
cg25071744,APOB,chr2,S_Shore
cg19264170,APOBEC4,chr1,Open_Sea
cg20579480,APOBEC4,chr1,Open_Sea
cg04770705,APOBR,chr16,Island
cg17095279,APOH,chr17,Open_Sea
cg07713361,APOL1,chr22,Open_Sea
cg10543947,APOL2,chr22,Open_Sea
cg04943927,APOLD1,chr12,N_Shelf
cg12993927,APOLD1,chr12,Island
cg16488639,APOLD1,chr12,S_Shore
cg05053818,APOM,chr6,N_Shore
cg09867157,APOM,chr6,Island
cg13770361,APOM,chr6,S_Shore
cg14341418,APOM,chr6,S_Shelf
cg14756795,APOM,chr6,S_Shore
cg22288195,APOM,chr6,N_Shelf
cg23770142,APOM,chr6,S_Shelf
cg26398341,APOM,chr6,S_Shore
cg26710858,APOM,chr6,N_Shore
cg07755752,APOOP1,chr5,Open_Sea
cg17445157,APOOP1,chr5,Open_Sea
cg04579064,APOPT1,chr14,Island
cg27029403,APOPT1,chr14,Island
cg12104689,APPBP2,chr17,N_Shelf
cg17609731,APTR,chr7,Island
cg12044338,AQP10,chr1,Open_Sea
cg07117012,AQP2,chr12,Island
cg06619066,AQP4-AS1,chr18,Island
cg13523654,AQP4-AS1,chr18,N_Shelf
cg13533151,AQP4-AS1,chr18,Island
cg23204278,AQP4-AS1,chr18,Island
cg25071349,AQP4-AS1,chr18,S_Shore
cg03339560,AQP5,chr12,S_Shore
cg04450003,AQP5,chr12,Island
cg21215325,AQR,chr15,Open_Sea
cg13372830,ARAF,chrX,N_Shore
cg00238848,ARAP1,chr11,Island
cg20513950,ARAP1,chr11,Island
cg23286629,ARAP1,chr11,Island
cg04477203,ARAP3,chr5,S_Shore
cg02675353,ARC,chr8,Island
cg27562431,ARF5,chr7,S_Shore
cg17891278,ARFGAP2,chr11,Island
cg19956078,ARFIP1,chr4,Open_Sea
cg11327054,ARFIP2,chr11,Island
cg17999156,ARFIP2,chr11,S_Shelf
cg01699630,ARG1,chr6,Open_Sea
cg16178743,ARG1,chr6,Open_Sea
cg11657446,ARGLU1,chr13,Open_Sea
cg24867153,ARGLU1,chr13,Open_Sea
cg15384392,ARHGAP1,chr11,N_Shore
cg20866785,ARHGAP10,chr4,Open_Sea
cg02592596,ARHGAP11B,chr15,S_Shore
cg11993991,ARHGAP11B,chr15,N_Shore
cg16490659,ARHGAP12,chr10,Open_Sea
cg05583636,ARHGAP17,chr16,Open_Sea
cg09091766,ARHGAP17,chr16,Open_Sea
cg17153138,ARHGAP18,chr6,Open_Sea
cg18458942,ARHGAP18,chr6,Open_Sea
cg08980711,ARHGAP19-SLIT1,chr10,N_Shore
cg13261825,ARHGAP19-SLIT1,chr10,Open_Sea
cg14226472,ARHGAP19-SLIT1,chr10,Island
cg23685759,ARHGAP19-SLIT1,chr10,Island
cg16775752,ARHGAP22,chr10,Island
cg25139229,ARHGAP22,chr10,Island
cg07621227,ARHGAP23,chr17,S_Shelf
cg12050358,ARHGAP23,chr17,S_Shelf
cg13007956,ARHGAP23,chr17,N_Shelf
cg23367339,ARHGAP23,chr17,S_Shore
cg01288724,ARHGAP26,chr5,Open_Sea
cg11366683,ARHGAP26,chr5,Open_Sea
cg23659289,ARHGAP27,chr17,Island
cg21664522,ARHGAP28,chr18,Open_Sea
cg24552697,ARHGAP29,chr1,N_Shelf
cg03610849,ARHGAP32,chr11,Open_Sea
cg16823430,ARHGAP32,chr11,Open_Sea
cg20328396,ARHGAP32,chr11,Island
cg02229344,ARHGAP36,chrX,Island
cg07570652,ARHGAP36,chrX,Island
cg16084857,ARHGAP36,chrX,Island
cg16807276,ARHGAP36,chrX,N_Shelf
cg26563418,ARHGAP36,chrX,N_Shelf
cg06921456,ARHGAP4,chrX,N_Shore
cg17142870,ARHGAP40,chr20,S_Shore
cg25492112,ARHGAP40,chr20,S_Shore
cg10797129,ARHGAP42,chr11,Open_Sea
cg03420881,ARHGAP42P2,chr2,Island
cg08730131,ARHGAP44,chr17,S_Shore
cg06139288,ARHGAP6,chrX,Island
cg08456555,ARHGAP6,chrX,Open_Sea
cg12467143,ARHGAP6,chrX,Island
cg13868987,ARHGAP6,chrX,Island
cg18524099,ARHGAP6,chrX,Open_Sea
cg22618086,ARHGAP6,chrX,Island
cg25298085,ARHGAP6,chrX,Open_Sea
cg02144924,ARHGAP8,chr22,Open_Sea
cg08134678,ARHGAP9,chr12,S_Shelf
cg08251901,ARHGDIB,chr12,Open_Sea
cg20917083,ARHGDIB,chr12,Open_Sea
cg02892402,ARHGDIG,chr16,S_Shore
cg03125531,ARHGEF10,chr8,Open_Sea
cg14681767,ARHGEF10,chr8,Island
cg17717972,ARHGEF10,chr8,Open_Sea
cg24804146,ARHGEF10,chr8,N_Shore
cg26101086,ARHGEF10,chr8,Open_Sea
cg26195495,ARHGEF10,chr8,Open_Sea
cg13228596,ARHGEF10L,chr1,S_Shelf
cg20335384,ARHGEF10L,chr1,Open_Sea
cg21791023,ARHGEF10L,chr1,N_Shelf
cg01511880,ARHGEF11,chr1,N_Shore
cg12604331,ARHGEF11,chr1,Open_Sea
cg12632832,ARHGEF11,chr1,N_Shore
cg00395063,ARHGEF12,chr11,S_Shelf
cg05407338,ARHGEF15,chr17,Open_Sea
cg14882946,ARHGEF15,chr17,Open_Sea
cg00121374,ARHGEF16,chr1,N_Shelf
cg07648709,ARHGEF17,chr11,Open_Sea
cg15159880,ARHGEF18,chr19,Island
cg26756396,ARHGEF18,chr19,N_Shore
cg02455792,ARHGEF19,chr1,Open_Sea
cg16310095,ARHGEF2,chr1,Open_Sea
cg20847292,ARHGEF2,chr1,Open_Sea
cg14024415,ARHGEF25,chr12,Island
cg20360437,ARHGEF26,chr3,Open_Sea
cg25000900,ARHGEF28,chr5,Open_Sea
cg26556008,ARHGEF28,chr5,Open_Sea
cg06521544,ARHGEF3,chr3,S_Shore
cg16451527,ARHGEF3,chr3,Open_Sea
cg26311262,ARHGEF3,chr3,Open_Sea
cg08357787,ARHGEF4,chr2,Open_Sea
cg01048349,ARHGEF40,chr14,S_Shore
cg20173637,ARHGEF5,chr7,Open_Sea
cg01134144,ARHGEF6,chrX,Open_Sea
cg06293983,ARHGEF6,chrX,Open_Sea
cg17676246,ARHGEF6,chrX,Open_Sea
cg03211447,ARHGEF7,chr13,N_Shore
cg04210544,ARHGEF7,chr13,Island
cg14270002,ARHGEF7,chr13,Island
cg16178942,ARHGEF7,chr13,Open_Sea
cg22795345,ARHGEF7,chr13,Island
cg23228745,ARHGEF7,chr13,Open_Sea
cg15035437,ARHGEF9,chrX,Open_Sea
cg15050577,ARID1A,chr1,S_Shore
cg07107055,ARID1B,chr6,Open_Sea
cg11520719,ARID1B,chr6,Open_Sea
cg12093241,ARID1B,chr6,Open_Sea
cg17475813,ARID1B,chr6,Open_Sea
cg17596249,ARID1B,chr6,Open_Sea
cg06613666,ARID2,chr12,Island
cg14659678,ARID2,chr12,Open_Sea
cg23192604,ARID2,chr12,Open_Sea
cg11077171,ARID3B,chr15,Open_Sea
cg15280964,ARID4B,chr1,N_Shore
cg22860233,ARID4B,chr1,Island
cg14789659,ARID5B,chr10,Open_Sea
cg16389209,ARID5B,chr10,Open_Sea
cg16401465,ARID5B,chr10,Open_Sea
cg02615136,ARIH2,chr3,Open_Sea
cg01684579,ARL10,chr5,S_Shore
cg16558925,ARL10,chr5,S_Shelf
cg01433654,ARL15,chr5,N_Shore
cg13679083,ARL15,chr5,Open_Sea
cg08543952,ARL16,chr17,S_Shore
cg21467371,ARL16,chr17,N_Shore
cg17128237,ARL2-SNX15,chr11,N_Shelf
cg22136326,ARL2BP,chr16,N_Shore
cg04611649,ARL5A,chr2,N_Shelf
cg08468995,ARL6IP1,chr16,Island
cg19714595,ARL8A,chr1,N_Shore
cg07664553,ARL9,chr4,S_Shore
cg11482719,ARL9,chr4,S_Shore
cg13166816,ARMC1,chr8,S_Shore
cg23957015,ARMC1,chr8,S_Shore
cg26944580,ARMC1,chr8,S_Shore
cg20277157,ARMC2,chr6,S_Shore
cg00673674,ARMC6,chr19,Island
cg00850747,ARMC7,chr17,Open_Sea
cg04554122,ARMC8,chr3,Open_Sea
cg26530942,ARMC9,chr2,N_Shelf
cg00408231,ARMCX1,chrX,Island
cg12452512,ARMCX4,chrX,Island
cg13148921,ARNT2,chr15,Open_Sea
cg08798295,ARPC1A,chr7,Island
cg05715492,ARPC1B,chr7,S_Shore
cg10428938,ARPC1B,chr7,Island
cg11699265,ARPC1B,chr7,Island
cg12684684,ARPC2,chr2,Island
cg19141132,ARPC2,chr2,N_Shore
cg02721184,ARPC4,chr3,Island
cg12190423,ARPC4,chr3,Island
cg00054472,ARPC4-TTLL3,chr3,S_Shore
cg18083704,ARPC4-TTLL3,chr3,Island
cg23220346,ARPP21,chr3,Open_Sea
cg08960830,ARRB1,chr11,Open_Sea
cg16137891,ARRB1,chr11,Open_Sea
cg14498394,ARRDC1-AS1,chr9,N_Shore
cg08597345,ARRDC2,chr19,S_Shelf
cg18010014,ARRDC4,chr15,S_Shelf
cg24524750,ARRDC4,chr15,Island
cg14242359,ARRDC5,chr19,Open_Sea
cg10858308,ARSB,chr5,Open_Sea
cg27361227,ARSB,chr5,Open_Sea
cg12509712,ARSG,chr17,Open_Sea
cg15642209,ARSG,chr17,S_Shore
cg12281328,ARSI,chr5,Island
cg03493768,ART3,chr4,Open_Sea
cg08905654,ART4,chr12,Open_Sea
cg26614815,ART4,chr12,Open_Sea
cg05776488,ARV1,chr1,Island
cg03450733,ARX,chrX,S_Shore
cg12052340,ASAH1,chr8,S_Shore
cg17665601,ASAP1,chr8,Open_Sea
cg22884440,ASAP1,chr8,N_Shore
cg23902076,ASAP2,chr2,Open_Sea
cg10920632,ASB13,chr10,S_Shore
cg19588538,ASB13,chr10,S_Shelf
cg27176938,ASB13,chr10,N_Shelf
cg07454742,ASB16,chr17,S_Shore
cg04517524,ASB2,chr14,Island
cg09341793,ASB2,chr14,Island
cg11554605,ASB4,chr7,Open_Sea
cg10200408,ASB8,chr12,Island
cg07638098,ASCC2,chr22,S_Shore
cg13615058,ASCC3,chr6,Island
cg02964724,ASCL2,chr11,Island
cg04380653,ASCL2,chr11,S_Shore
cg05309948,ASCL2,chr11,Island
cg06263495,ASCL2,chr11,Island
cg06347739,ASCL2,chr11,Island
cg07333715,ASCL2,chr11,Island
cg07525299,ASCL2,chr11,S_Shore
cg11419064,ASCL2,chr11,Island
cg12499235,ASCL2,chr11,S_Shore
cg13330341,ASCL2,chr11,Island
cg13930892,ASCL2,chr11,Island
cg14308479,ASCL2,chr11,Island
cg15790820,ASCL2,chr11,Island
cg18485844,ASCL2,chr11,Island
cg19459876,ASCL2,chr11,Island
cg22346124,ASCL2,chr11,Island
cg20752878,ASGR1,chr17,S_Shelf
cg16998122,ASH1L,chr1,Open_Sea
cg20064047,ASH1L,chr1,Island
cg01882539,ASIC2,chr17,Open_Sea
cg09924064,ASIC2,chr17,Island
cg23763736,ASIC2,chr17,Island
cg09782903,ASIC3,chr7,N_Shore
cg08861569,ASL,chr7,Island
cg10038250,ASPG,chr14,Open_Sea
cg26195482,ASPG,chr14,N_Shore
cg12817389,ASPH,chr8,Open_Sea
cg10093648,ASPHD1,chr16,N_Shore
cg11215015,ASPM,chr1,S_Shore
cg13872739,ASPN,chr9,Open_Sea
cg02280226,ASPSCR1,chr17,N_Shore
cg05478824,ASPSCR1,chr17,S_Shelf
cg13541615,ASPSCR1,chr17,N_Shore
cg21828197,ASPSCR1,chr17,N_Shore
cg26955287,ASPSCR1,chr17,S_Shore
cg14016879,ASS1,chr9,Open_Sea
cg17888249,ASTE1,chr3,Island
cg21818333,ASTE1,chr3,Island
cg00319545,ASTN1,chr1,Island
cg06650419,ASTN1,chr1,S_Shore
cg12268575,ASTN1,chr1,Island
cg17105834,ASTN1,chr1,Island
cg00121640,ASTN2,chr9,Island
cg01593609,ASTN2,chr9,Island
cg12024292,ASTN2,chr9,S_Shore
cg13412550,ASTN2,chr9,S_Shore
cg14081465,ASTN2,chr9,Open_Sea
cg14473030,ASTN2,chr9,Open_Sea
cg25249613,ASTN2,chr9,Island
cg07725970,ASUN,chr12,Island
cg26088614,ASXL2,chr2,Open_Sea
cg17880622,ASXL3,chr18,Island
cg16780568,ATAD1,chr10,Island
cg24552431,ATAD1,chr10,Island
cg14301710,ATAD2B,chr2,Open_Sea
cg15717719,ATAD2B,chr2,Island
cg19768036,ATAD3A,chr1,N_Shore
cg15466030,ATAD3B,chr1,Island
cg04981940,ATAD3C,chr1,S_Shelf
cg07280242,ATAD3C,chr1,Island
cg24085570,ATAD3C,chr1,S_Shore
cg06182584,ATAT1,chr6,N_Shore
cg09583464,ATAT1,chr6,N_Shelf
cg14352682,ATAT1,chr6,N_Shore
cg12443227,ATCAY,chr19,N_Shore
cg20363931,ATE1,chr10,Open_Sea
cg25386151,ATF3,chr1,N_Shore
cg18517222,ATF4P4,chr11,Island
cg27661571,ATF4P4,chr11,N_Shore
cg04315771,ATF5,chr19,S_Shore
cg07046186,ATF6,chr1,Open_Sea
cg11080032,ATF6,chr1,Open_Sea
cg23260004,ATF6,chr1,Open_Sea
cg02657865,ATF6B,chr6,Open_Sea
cg04821129,ATF6B,chr6,Open_Sea
cg08952475,ATF6B,chr6,Open_Sea
cg09114581,ATF6B,chr6,Open_Sea
cg09149894,ATF6B,chr6,Open_Sea
cg10947457,ATF6B,chr6,Open_Sea
cg11606877,ATF6B,chr6,Open_Sea
cg13586610,ATF6B,chr6,Open_Sea
cg15690316,ATF6B,chr6,Open_Sea
cg15773251,ATF6B,chr6,Open_Sea
cg23897286,ATF6B,chr6,Open_Sea
cg00236831,ATF7IP,chr12,Open_Sea
cg06754445,ATF7IP2,chr16,Island
cg09059326,ATF7IP2,chr16,Open_Sea
cg11541547,ATG10,chr5,Open_Sea
cg08706907,ATG13,chr11,Open_Sea
cg22135704,ATG13,chr11,Open_Sea
cg00356999,ATG16L1,chr2,Open_Sea
cg07618928,ATG16L1,chr2,Open_Sea
cg19622574,ATG16L1,chr2,N_Shore
cg04006327,ATG16L2,chr11,Island
cg03599590,ATG3,chr3,S_Shore
cg24511898,ATG4B,chr2,Island
cg02580604,ATG4C,chr1,Open_Sea
cg26306256,ATG4D,chr19,Island
cg00668519,ATG7,chr3,Open_Sea
cg02131130,ATG7,chr3,Open_Sea
cg23079727,ATG7,chr3,Open_Sea
cg18583378,ATG9B,chr7,Island
cg08803144,ATIC,chr2,Island
cg14933257,ATIC,chr2,Island
cg01919895,ATL1,chr14,Island
cg10091299,ATL1,chr14,Island
cg10547927,ATL1,chr14,Island
cg10976287,ATM,chr11,N_Shore
cg14761454,ATM,chr11,N_Shore
cg05568557,ATMIN,chr16,Island
cg03369807,ATOH1,chr4,N_Shore
cg13316430,ATOH1,chr4,S_Shore
cg15076145,ATOH1,chr4,N_Shore
cg01472882,ATOH8,chr2,Island
cg12793733,ATP10D,chr4,Open_Sea
cg26383193,ATP10D,chr4,Open_Sea
cg01869761,ATP11A,chr13,N_Shore
cg08162124,ATP11A,chr13,N_Shore
cg08327151,ATP11A,chr13,Open_Sea
cg09804528,ATP11A,chr13,S_Shelf
cg11462099,ATP11A,chr13,Island
cg13961587,ATP11A,chr13,N_Shore
cg16762784,ATP11A,chr13,Open_Sea
cg17015340,ATP11A,chr13,N_Shore
cg17842918,ATP11A,chr13,Island
cg17900127,ATP11A,chr13,S_Shore
cg18437584,ATP11A,chr13,N_Shore
cg21897676,ATP11A,chr13,N_Shore
cg22253771,ATP11A,chr13,Open_Sea
cg24530943,ATP11A,chr13,N_Shore
cg25457815,ATP11A,chr13,N_Shore
cg25874631,ATP11A,chr13,N_Shore
cg08405286,ATP11AUN,chr13,N_Shore
cg18433694,ATP11C,chrX,Open_Sea
cg00496378,ATP13A1,chr19,S_Shore
cg06587962,ATP13A1,chr19,N_Shore
cg13942136,ATP13A2,chr1,Open_Sea
cg20792826,ATP13A2,chr1,Open_Sea
cg12681948,ATP13A3,chr3,Island
cg08655760,ATP1A1,chr1,Open_Sea
