cpg,gene,chromosome,f_type
cg10284656,Intergenic,chr8,Island
cg10286711,Intergenic,chr8,N_Shore
cg10286959,Intergenic,chr8,Open_Sea
cg10288467,Intergenic,chr3,Open_Sea
cg10289055,Intergenic,chr13,N_Shelf
cg10291005,Intergenic,chr7,Open_Sea
cg10294474,Intergenic,chr16,Open_Sea
cg10295858,Intergenic,chr16,Island
cg10296799,Intergenic,chr3,Open_Sea
cg10297792,Intergenic,chr12,N_Shore
cg10298859,Intergenic,chr13,Open_Sea
cg10306035,Intergenic,chr10,S_Shore
cg10307076,Intergenic,chr10,Open_Sea
cg10309354,Intergenic,chr6,Open_Sea
cg10310111,Intergenic,chr15,Open_Sea
cg10311048,Intergenic,chr12,Open_Sea
cg10312186,Intergenic,chr6,S_Shore
cg10316662,Intergenic,*,Open_Sea
cg10317175,Intergenic,chr10,Open_Sea
cg10318066,Intergenic,chr2,Open_Sea
cg10319870,Intergenic,chr10,Open_Sea
cg10321156,Intergenic,chr11,S_Shore
cg10321973,Intergenic,chr14,S_Shore
cg10322007,Intergenic,chr12,Open_Sea
cg10322504,Intergenic,chr20,Island
cg10327067,Intergenic,chr8,N_Shelf
cg10328393,Intergenic,chr4,Open_Sea
cg10332864,Intergenic,chr10,Open_Sea
cg10334741,Intergenic,chr11,Island
cg10335452,Intergenic,chr1,N_Shore
cg10338112,Intergenic,chr16,S_Shelf
cg10338232,Intergenic,chr14,Open_Sea
cg10339295,Intergenic,chr14,Open_Sea
cg10339481,Intergenic,chr11,Island
cg10342821,Intergenic,chr7,Island
cg10346212,Intergenic,chr19,Island
cg10348972,Intergenic,chr8,Open_Sea
cg10356410,Intergenic,chr2,Open_Sea
cg10357368,Intergenic,chr13,Open_Sea
cg10361206,Intergenic,chr14,Open_Sea
cg10363310,Intergenic,chr7,Open_Sea
cg10364374,Intergenic,chr4,Open_Sea
cg10366178,Intergenic,chr3,Island
cg10368675,Intergenic,chr12,N_Shore
cg10368834,Intergenic,chr16,Open_Sea
cg10372238,Intergenic,chr10,S_Shelf
cg10373147,Intergenic,chr14,Open_Sea
cg10374797,Intergenic,chr11,S_Shelf
cg10375870,Intergenic,*,Open_Sea
cg10376286,Intergenic,chr1,S_Shore
cg10376360,Intergenic,chr12,Open_Sea
cg10378054,Intergenic,*,Open_Sea
cg10378083,Intergenic,chr13,Open_Sea
cg10380293,Intergenic,*,Open_Sea
cg10382206,Intergenic,chr1,Open_Sea
cg10387511,Intergenic,chr14,N_Shelf
cg10389936,Intergenic,chr1,Open_Sea
cg10393369,Intergenic,chr6,N_Shore
cg10399099,Intergenic,chr16,Island
cg10402121,Intergenic,chr10,N_Shelf
cg10408178,Intergenic,chr14,Open_Sea
cg10413352,Intergenic,chr7,N_Shore
cg10413945,Intergenic,chr8,N_Shelf
cg10414736,Intergenic,chr6,N_Shore
cg10416958,Intergenic,chr16,Open_Sea
cg10418162,Intergenic,chr16,Island
cg10418578,Intergenic,chr7,N_Shelf
cg10418862,Intergenic,chr15,S_Shelf
cg10418997,Intergenic,chr5,Open_Sea
cg10419011,Intergenic,chr2,Island
cg10419556,Intergenic,chr8,Open_Sea
cg10420532,Intergenic,chr16,N_Shore
cg10421718,Intergenic,chr13,Open_Sea
cg10424581,Intergenic,chr17,Open_Sea
cg10425754,Intergenic,chr16,N_Shore
cg10425885,Intergenic,chr11,Open_Sea
cg10429096,Intergenic,*,Open_Sea
cg10429573,Intergenic,chr2,Open_Sea
cg10431499,Intergenic,chr10,Open_Sea
cg10431652,Intergenic,chr10,Open_Sea
cg10432440,Intergenic,chr16,Island
cg10433812,Intergenic,chr11,Island
cg10435376,Intergenic,chr21,S_Shore
cg10435618,Intergenic,chr10,N_Shore
cg10440447,Intergenic,chr1,Open_Sea
cg10440835,Intergenic,chr17,Open_Sea
cg10441034,Intergenic,chr2,Open_Sea
cg10441661,Intergenic,chr17,S_Shore
cg10442729,Intergenic,chr2,N_Shore
cg10445050,Intergenic,chr11,N_Shelf
cg10445421,Intergenic,chr1,Island
cg10447779,Intergenic,chr3,N_Shelf
cg10448719,Intergenic,chr12,Open_Sea
cg10452581,Intergenic,chr10,S_Shore
cg10456168,Intergenic,chr8,Open_Sea
cg10457361,Intergenic,chr16,N_Shelf
cg10457985,Intergenic,chr4,Open_Sea
cg10461264,Intergenic,chr12,Open_Sea
cg10462597,Intergenic,chr3,Open_Sea
cg10463207,Intergenic,chr5,Open_Sea
cg10469774,Intergenic,chr11,Open_Sea
cg10480711,Intergenic,chr7,Open_Sea
cg10482532,Intergenic,chr10,S_Shelf
cg10483828,Intergenic,chr1,N_Shore
cg10484659,Intergenic,chr1,Open_Sea
cg10486820,Intergenic,chr6,Open_Sea
cg10487904,Intergenic,chr17,S_Shelf
cg10491080,Intergenic,*,Open_Sea
cg10492836,Intergenic,chr10,N_Shelf
cg10493185,Intergenic,chr17,Open_Sea
cg10495084,Intergenic,chr15,Island
cg10495572,Intergenic,chr1,Open_Sea
cg10499595,Intergenic,chr8,N_Shelf
cg10501446,Intergenic,chr4,Open_Sea
cg10502571,Intergenic,chr5,Open_Sea
cg10503326,Intergenic,chr3,Open_Sea
cg10504606,Intergenic,*,Open_Sea
cg10505973,Intergenic,chr14,Island
cg10506151,Intergenic,chr2,Open_Sea
cg10506844,Intergenic,chr10,Island
cg10510337,Intergenic,chr17,Open_Sea
cg10510586,Intergenic,chrX,Island
cg10511390,Intergenic,chr6,N_Shelf
cg10514207,Intergenic,chr13,Open_Sea
cg10514633,Intergenic,chr2,N_Shelf
cg10514714,Intergenic,chr1,Open_Sea
cg10518295,Intergenic,chr11,Open_Sea
cg10519996,Intergenic,chr1,N_Shore
cg10520349,Intergenic,chr10,Open_Sea
cg10520591,Intergenic,chr5,Open_Sea
cg10521599,Intergenic,chr7,S_Shore
cg10522535,Intergenic,chr11,Open_Sea
cg10523144,Intergenic,chr6,Open_Sea
cg10523352,Intergenic,chr10,Open_Sea
cg10523411,Intergenic,*,Open_Sea
cg10525720,Intergenic,chr1,N_Shore
cg10527159,Intergenic,chr6,N_Shelf
cg10528457,Intergenic,chr1,Open_Sea
cg10529638,Intergenic,chr16,Open_Sea
cg10532407,Intergenic,chr3,Open_Sea
cg10534480,Intergenic,chr6,Open_Sea
cg10534720,Intergenic,chr10,N_Shore
cg10536327,Intergenic,chr6,Open_Sea
cg10537699,Intergenic,chr11,Open_Sea
cg10539700,Intergenic,chr2,Open_Sea
cg10541169,Intergenic,chrX,Island
cg10547843,Intergenic,chr7,Open_Sea
cg10549933,Intergenic,chr14,Open_Sea
cg10550033,Intergenic,chr13,Open_Sea
cg10553596,Intergenic,*,Open_Sea
cg10554439,Intergenic,chr7,S_Shelf
cg10555800,Intergenic,chr1,Open_Sea
cg10556999,Intergenic,chr1,Open_Sea
cg10560692,Intergenic,chr5,S_Shelf
cg10562198,Intergenic,chr2,Open_Sea
cg10574365,Intergenic,chr1,Island
cg10579113,Intergenic,chr4,Open_Sea
cg10582858,Intergenic,chr11,Open_Sea
cg10582860,Intergenic,chr2,Open_Sea
cg10589072,Intergenic,chr3,Open_Sea
cg10589447,Intergenic,chr12,S_Shore
cg10589825,Intergenic,chr2,Open_Sea
cg10591064,Intergenic,chr1,Island
cg10591385,Intergenic,chr6,S_Shore
cg10591516,Intergenic,chr12,Open_Sea
cg10593713,Intergenic,chr10,Open_Sea
cg10597661,Intergenic,chr8,Open_Sea
cg10600730,Intergenic,chr20,N_Shore
cg10601624,Intergenic,chr12,S_Shelf
cg10602271,Intergenic,chr22,N_Shore
cg10605735,Intergenic,chr15,Open_Sea
cg10606176,Intergenic,chr4,Open_Sea
cg10612128,Intergenic,chr2,Open_Sea
cg10613707,Intergenic,chr5,Open_Sea
cg10615765,Intergenic,chr5,N_Shore
cg10616216,Intergenic,chr11,Island
cg10616795,Intergenic,chr5,Open_Sea
cg10619398,Intergenic,chr20,S_Shore
cg10620434,Intergenic,chr1,Open_Sea
cg10621902,Intergenic,chr13,S_Shelf
cg10623600,Intergenic,chr1,Island
cg10625670,Intergenic,chr6,Open_Sea
cg10626515,Intergenic,chr7,Open_Sea
cg10626816,Intergenic,chr1,Open_Sea
cg10628295,Intergenic,chr1,Open_Sea
cg10631289,Intergenic,chr15,Open_Sea
cg10633576,Intergenic,chr13,Island
cg10633981,Intergenic,chr11,Open_Sea
cg10636760,Intergenic,chr1,Open_Sea
cg10636896,Intergenic,chr1,Open_Sea
cg10637688,Intergenic,chr11,N_Shore
cg10640004,Intergenic,chrX,Island
cg10642164,Intergenic,chr5,Island
cg10643493,Intergenic,chr8,Open_Sea
cg10646422,Intergenic,chr6,Open_Sea
cg10646653,Intergenic,chr15,S_Shore
cg10646762,Intergenic,chr7,Open_Sea
cg10648629,Intergenic,chr5,N_Shelf
cg10649802,Intergenic,chr8,Open_Sea
cg10649897,Intergenic,chr7,S_Shelf
cg10650729,Intergenic,chr22,N_Shelf
cg10650853,Intergenic,chr12,S_Shore
cg10658307,Intergenic,chr11,Open_Sea
cg10659138,Intergenic,chr5,Open_Sea
cg10659480,Intergenic,chr3,Open_Sea
cg10659680,Intergenic,chr3,Open_Sea
cg10669219,Intergenic,chr5,Island
cg10674293,Intergenic,chr13,Open_Sea
cg10679878,Intergenic,chr6,Open_Sea
cg10680264,Intergenic,chr15,Island
cg10684486,Intergenic,chr10,Open_Sea
cg10686439,Intergenic,chr13,N_Shore
cg10687537,Intergenic,chr10,S_Shelf
cg10691395,Intergenic,chr17,S_Shelf
cg10694598,Intergenic,chr7,Open_Sea
cg10694727,Intergenic,chr8,S_Shelf
cg10696085,Intergenic,chr12,Open_Sea
cg10699312,Intergenic,chr3,N_Shelf
cg10700019,Intergenic,chr8,S_Shelf
cg10700114,Intergenic,chr4,Open_Sea
cg10703786,Intergenic,chr7,Island
cg10704137,Intergenic,*,Open_Sea
cg10704673,Intergenic,chr8,S_Shelf
cg10705391,Intergenic,chr1,N_Shelf
cg10707733,Intergenic,chr11,N_Shelf
cg10709062,Intergenic,chr17,Open_Sea
cg10709708,Intergenic,*,Open_Sea
cg10711022,Intergenic,*,Open_Sea
cg10711775,Intergenic,chr10,Island
cg10713580,Intergenic,chr22,S_Shelf
cg10717189,Intergenic,chr2,N_Shore
cg10717691,Intergenic,chr1,Open_Sea
cg10721491,Intergenic,chr19,N_Shelf
cg10722298,Intergenic,chr14,S_Shelf
cg10727820,Intergenic,chr12,Open_Sea
cg10727935,Intergenic,chr10,Open_Sea
cg10730435,Intergenic,chr15,Open_Sea
cg10730576,Intergenic,chr13,Open_Sea
cg10736454,Intergenic,chr19,S_Shelf
cg10738041,Intergenic,chr2,N_Shelf
cg10742523,Intergenic,chr4,Open_Sea
cg10744248,Intergenic,chr7,Island
cg10746278,Intergenic,chr11,Open_Sea
cg10752315,Intergenic,chr3,Open_Sea
cg10753283,Intergenic,chr13,N_Shore
cg10754341,Intergenic,chr2,Open_Sea
cg10754659,Intergenic,chr7,Open_Sea
cg10759158,Intergenic,chr2,Open_Sea
cg10762882,Intergenic,chr15,Open_Sea
cg10767193,Intergenic,chr2,Island
cg10767420,Intergenic,chr2,Open_Sea
cg10768932,Intergenic,chr1,Open_Sea
cg10772185,Intergenic,chr10,Open_Sea
cg10772304,Intergenic,chr3,Open_Sea
cg10773767,Intergenic,chr2,S_Shelf
cg10773805,Intergenic,chr6,Open_Sea
cg10774352,Intergenic,chr6,Open_Sea
cg10776839,Intergenic,chr2,Open_Sea
cg10779202,Intergenic,chr7,Open_Sea
cg10780002,Intergenic,chr14,Open_Sea
cg10780890,Intergenic,chr10,S_Shore
cg10785153,Intergenic,chr13,Open_Sea
cg10785373,Intergenic,chr7,Open_Sea
cg10787713,Intergenic,chr13,S_Shelf
cg10790470,Intergenic,chr3,Open_Sea
cg10792161,Intergenic,chr17,Open_Sea
cg10793646,Intergenic,chr12,N_Shore
cg10795614,Intergenic,chr17,N_Shore
cg10796022,Intergenic,chr8,Open_Sea
cg10796400,Intergenic,chr8,Open_Sea
cg10797552,Intergenic,chr8,Open_Sea
cg10798059,Intergenic,chr8,S_Shelf
cg10801418,Intergenic,*,Open_Sea
cg10804085,Intergenic,*,Open_Sea
cg10804687,Intergenic,chr6,S_Shelf
cg10805564,Intergenic,chr14,Open_Sea
cg10807105,Intergenic,chr6,Open_Sea
cg10809134,Intergenic,chr2,Open_Sea
cg10809507,Intergenic,chr12,Open_Sea
cg10809560,Intergenic,chr10,Open_Sea
cg10812016,Intergenic,chr7,Open_Sea
cg10812629,Intergenic,chr7,S_Shelf
cg10814364,Intergenic,*,Open_Sea
cg10815947,Intergenic,chr10,Island
cg10817045,Intergenic,chr20,N_Shore
cg10817223,Intergenic,chr8,S_Shore
cg10817250,Intergenic,chr1,N_Shelf
cg10817669,Intergenic,chr6,Open_Sea
cg10819274,Intergenic,chr14,Open_Sea
cg10820544,Intergenic,chr8,Open_Sea
cg10824722,Intergenic,*,Open_Sea
cg10828660,Intergenic,chr2,Island
cg10830279,Intergenic,chr11,Open_Sea
cg10832107,Intergenic,chr1,Open_Sea
cg10836509,Intergenic,chr1,S_Shore
cg10836912,Intergenic,*,Open_Sea
cg10837488,Intergenic,*,Open_Sea
cg10837653,Intergenic,chr12,S_Shelf
cg10840277,Intergenic,chr8,Open_Sea
cg10840526,Intergenic,chr7,N_Shelf
cg10848230,Intergenic,chr8,Island
cg10851010,Intergenic,chr17,Open_Sea
cg10852875,Intergenic,chr5,Open_Sea
cg10853409,Intergenic,chr7,Open_Sea
cg10856724,Intergenic,chr12,Open_Sea
cg10858791,Intergenic,chr5,Open_Sea
cg10859844,Intergenic,chr14,Island
cg10860647,Intergenic,chr11,Island
cg10861897,Intergenic,chr8,Island
cg10862988,Intergenic,chr14,Open_Sea
cg10864883,Intergenic,chr7,N_Shelf
cg10866060,Intergenic,chr12,Open_Sea
cg10869131,Intergenic,chr4,S_Shore
cg10869641,Intergenic,chr6,Open_Sea
cg10874644,Intergenic,chr5,Open_Sea
cg10877130,Intergenic,chr11,Island
cg10877183,Intergenic,chr10,Open_Sea
cg10878531,Intergenic,chr6,Open_Sea
cg10879867,Intergenic,chr11,Island
cg10880203,Intergenic,chr10,N_Shore
cg10883854,Intergenic,chr12,N_Shore
cg10885151,Intergenic,chr13,Island
cg10890403,Intergenic,chr12,S_Shore
cg10894232,Intergenic,chr8,Open_Sea
cg10895433,Intergenic,chr8,S_Shore
cg10896604,Intergenic,chr11,Open_Sea
cg10898989,Intergenic,chr22,N_Shelf
cg10899388,Intergenic,chr3,N_Shelf
cg10902850,Intergenic,chr3,Open_Sea
cg10904854,Intergenic,chr3,Open_Sea
cg10907868,Intergenic,chr2,S_Shelf
cg10908297,Intergenic,chr2,Open_Sea
cg10920065,Intergenic,chr6,Open_Sea
cg10921077,Intergenic,chr4,Open_Sea
cg10926432,Intergenic,chr3,N_Shelf
cg10931423,Intergenic,chr5,Open_Sea
cg10932242,Intergenic,chr14,Island
cg10932868,Intergenic,chr11,N_Shelf
cg10932916,Intergenic,chr5,Open_Sea
cg10933457,Intergenic,chr2,Open_Sea
cg10934407,Intergenic,chr6,Open_Sea
cg10935615,Intergenic,chr12,Island
cg10938556,Intergenic,chr14,Island
cg10938600,Intergenic,chr5,Open_Sea
cg10941424,Intergenic,chr12,Open_Sea
cg10942136,Intergenic,chr4,S_Shore
cg10943314,Intergenic,chr3,S_Shore
cg10944097,Intergenic,chr13,Open_Sea
cg10944802,Intergenic,chr1,N_Shelf
cg10945274,Intergenic,chr13,N_Shore
cg10945885,Intergenic,chr1,N_Shelf
cg10949535,Intergenic,chr3,Open_Sea
cg10952171,Intergenic,chr14,N_Shore
cg10953002,Intergenic,chr4,Open_Sea
cg10953312,Intergenic,chr1,Open_Sea
cg10955243,Intergenic,chr3,Open_Sea
cg10957180,Intergenic,*,Open_Sea
cg10958964,Intergenic,chr6,S_Shelf
cg10961439,Intergenic,chr2,Open_Sea
cg10961733,Intergenic,chr10,Open_Sea
cg10965117,Intergenic,chr13,Island
cg10967023,Intergenic,chr12,N_Shore
cg10969997,Intergenic,chr14,Open_Sea
cg10971928,Intergenic,*,Open_Sea
cg10972932,Intergenic,chr11,Open_Sea
cg10976478,Intergenic,chr2,S_Shore
cg10978034,Intergenic,chr6,S_Shore
cg10979160,Intergenic,*,Open_Sea
cg10979191,Intergenic,chr11,Open_Sea
cg10980957,Intergenic,chr4,Open_Sea
cg10981331,Intergenic,chr1,S_Shelf
cg10982683,Intergenic,chr8,Open_Sea
cg10985956,Intergenic,chr1,Open_Sea
cg10985970,Intergenic,chr11,N_Shelf
cg10987682,Intergenic,chr2,Open_Sea
cg10987840,Intergenic,chr2,Open_Sea
cg10993459,Intergenic,chr1,Island
cg10994247,Intergenic,chrX,Island
cg10995699,Intergenic,chr7,N_Shelf
cg10997190,Intergenic,chr6,Open_Sea
cg10997335,Intergenic,chr10,N_Shore
cg10998227,Intergenic,chr12,N_Shore
cg10999749,Intergenic,chr5,Open_Sea
cg11001712,Intergenic,chr10,S_Shore
cg11003536,Intergenic,chr11,Open_Sea
cg11003814,Intergenic,chr8,S_Shelf
cg11006261,Intergenic,chr12,Open_Sea
cg11006676,Intergenic,chr3,S_Shelf
cg11007110,Intergenic,chr10,N_Shore
cg11008003,Intergenic,chr7,Open_Sea
cg11014380,Intergenic,chr6,N_Shelf
cg11014740,Intergenic,chr2,N_Shore
cg11015497,Intergenic,chr2,Open_Sea
cg11018018,Intergenic,chr10,S_Shelf
cg11019629,Intergenic,*,Open_Sea
cg11020475,Intergenic,chr5,Island
cg11025972,Intergenic,chr13,N_Shore
cg11028209,Intergenic,chr15,N_Shelf
cg11029716,Intergenic,chr14,Open_Sea
cg11030264,Intergenic,chr17,Open_Sea
cg11032623,Intergenic,chr5,Open_Sea
cg11033697,Intergenic,chr4,Open_Sea
cg11034763,Intergenic,chr5,S_Shelf
cg11035304,Intergenic,chr10,Open_Sea
cg11036546,Intergenic,chr5,N_Shelf
cg11039209,Intergenic,chr5,S_Shelf
cg11040518,Intergenic,chr10,Open_Sea
cg11041239,Intergenic,chr8,S_Shelf
cg11047796,Intergenic,chr4,Open_Sea
cg11049583,Intergenic,chr8,Open_Sea
cg11049828,Intergenic,chr11,Open_Sea
cg11050482,Intergenic,chr5,Open_Sea
cg11051752,Intergenic,chr6,Open_Sea
cg11056766,Intergenic,chr11,S_Shore
cg11059246,Intergenic,chr12,N_Shelf
cg11061774,Intergenic,chr8,Open_Sea
cg11064034,Intergenic,chr12,N_Shore
cg11064291,Intergenic,chr8,Open_Sea
cg11064929,Intergenic,chr6,Island
cg11065467,Intergenic,chr10,Open_Sea
cg11070030,Intergenic,chr12,Open_Sea
cg11071155,Intergenic,chr6,S_Shelf
cg11073796,Intergenic,chr2,Open_Sea
cg11076814,Intergenic,chr4,Open_Sea
cg11082779,Intergenic,chr1,S_Shore
cg11084269,Intergenic,chr10,Open_Sea
cg11088672,Intergenic,chr4,Open_Sea
cg11090202,Intergenic,chr12,N_Shore
cg11092836,Intergenic,chr11,Open_Sea
cg11096658,Intergenic,chr2,N_Shelf
cg11100602,Intergenic,chr5,Open_Sea
cg11105358,Intergenic,chr5,N_Shore
cg11105472,Intergenic,chr7,Open_Sea
cg11107430,Intergenic,chr10,N_Shelf
cg11108534,Intergenic,chr2,Open_Sea
cg11112911,Intergenic,chr12,Island
cg11113066,Intergenic,chr10,Island
cg11113931,Intergenic,chr15,N_Shelf
cg11114275,Intergenic,chr17,Open_Sea
cg11115582,Intergenic,chr13,Open_Sea
cg11116094,Intergenic,chr4,Open_Sea
cg11117438,Intergenic,chr7,Open_Sea
cg11118440,Intergenic,chr12,Open_Sea
cg11124130,Intergenic,chr2,Open_Sea
cg11124350,Intergenic,chr7,Island
cg11125315,Intergenic,chr2,S_Shelf
cg11126708,Intergenic,chr5,Open_Sea
cg11134430,Intergenic,chr3,Island
cg11135724,Intergenic,chr1,Open_Sea
cg11137321,Intergenic,*,Open_Sea
cg11139248,Intergenic,chr7,Open_Sea
cg11141696,Intergenic,chr1,S_Shelf
cg11142362,Intergenic,*,Open_Sea
cg11143092,Intergenic,chr2,N_Shelf
cg11143507,Intergenic,chr3,Island
cg11145282,Intergenic,chr1,Open_Sea
cg11147251,Intergenic,chr8,Open_Sea
cg11147252,Intergenic,chr15,Open_Sea
cg11149163,Intergenic,chr5,Open_Sea
cg11154715,Intergenic,chr12,N_Shore
cg11155687,Intergenic,chr12,Island
cg11156132,Intergenic,chr3,S_Shelf
cg11157153,Intergenic,chr11,Open_Sea
cg11162068,Intergenic,chr1,N_Shelf
cg11168614,Intergenic,chr14,Open_Sea
cg11169102,Intergenic,chr5,N_Shelf
cg11170998,Intergenic,chr4,Open_Sea
cg11174786,Intergenic,chr14,Open_Sea
cg11181726,Intergenic,chr17,S_Shelf
cg11182874,Intergenic,chr8,Open_Sea
cg11184439,Intergenic,chr14,N_Shelf
cg11185335,Intergenic,chr10,S_Shore
cg11185991,Intergenic,chr8,Open_Sea
cg11194118,Intergenic,chr10,Island
cg11205173,Intergenic,chr4,S_Shelf
cg11205636,Intergenic,chr5,Open_Sea
cg11209832,Intergenic,chr3,Open_Sea
cg11209880,Intergenic,chr11,Open_Sea
cg11211384,Intergenic,chr6,Open_Sea
cg11213687,Intergenic,chr8,Open_Sea
cg11213707,Intergenic,chr1,Open_Sea
cg11217934,Intergenic,chr3,N_Shore
cg11218415,Intergenic,chr8,N_Shelf
cg11218619,Intergenic,chr3,Open_Sea
cg11219883,Intergenic,chr12,Open_Sea
cg11219976,Intergenic,chr12,Open_Sea
cg11226956,Intergenic,chr11,N_Shore
cg11227966,Intergenic,chr11,S_Shelf
cg11229612,Intergenic,chr13,Open_Sea
cg11233089,Intergenic,chr5,Open_Sea
cg11236244,Intergenic,*,Open_Sea
cg11236727,Intergenic,chr2,S_Shore
cg11236841,Intergenic,chr4,Open_Sea
cg11239720,Intergenic,chr4,Open_Sea
cg11239823,Intergenic,chr1,Island
cg11243001,Intergenic,chr10,Open_Sea
cg11243826,Intergenic,chr8,Open_Sea
cg11247497,Intergenic,chr4,Open_Sea
cg11252792,Intergenic,chr3,Island
cg11253122,Intergenic,chr1,Open_Sea
cg11253886,Intergenic,chr2,Open_Sea
cg11258381,Intergenic,chr1,Open_Sea
cg11258628,Intergenic,chr5,Open_Sea
cg11259446,Intergenic,*,Open_Sea
cg11260097,Intergenic,chr7,Island
cg11261850,Intergenic,chr11,Open_Sea
cg11262850,Intergenic,chr5,S_Shore
cg11267205,Intergenic,chr5,N_Shelf
cg11271157,Intergenic,chr11,Island
cg11276506,Intergenic,chr19,S_Shore
cg11278727,Intergenic,chr17,Open_Sea
cg11279691,Intergenic,chr17,Open_Sea
cg11281224,Intergenic,chr4,Open_Sea
cg11283100,Intergenic,chr3,N_Shore
cg11284482,Intergenic,chr4,Open_Sea
cg11284582,Intergenic,chr20,N_Shore
cg11292332,Intergenic,*,Open_Sea
cg11294626,Intergenic,chr4,Open_Sea
cg11298446,Intergenic,chr10,Open_Sea
cg11299062,Intergenic,chr12,Open_Sea
cg11299980,Intergenic,chr20,N_Shelf
cg11301492,Intergenic,chr17,Open_Sea
cg11301695,Intergenic,chr12,Open_Sea
cg11305991,Intergenic,chr10,S_Shore
cg11310639,Intergenic,chr10,Open_Sea
cg11310898,Intergenic,chr6,Island
cg11311032,Intergenic,chr6,Open_Sea
cg11311049,Intergenic,chrX,Open_Sea
cg11314668,Intergenic,chr7,Open_Sea
cg11315492,Intergenic,chrX,N_Shelf
cg11315633,Intergenic,chr10,Open_Sea
cg11316517,Intergenic,chr5,Open_Sea
cg11317254,Intergenic,chr12,N_Shelf
cg11321035,Intergenic,chr19,S_Shore
cg11322124,Intergenic,*,Open_Sea
cg11323381,Intergenic,chr7,Open_Sea
cg11323721,Intergenic,chr5,Open_Sea
cg11332786,Intergenic,chrX,S_Shore
cg11339587,Intergenic,chr19,N_Shelf
cg11340941,Intergenic,chr1,Open_Sea
cg11341199,Intergenic,chr5,S_Shore
cg11342453,Intergenic,chr6,N_Shore
cg11343811,Intergenic,chr12,S_Shelf
cg11345352,Intergenic,chr1,S_Shelf
cg11346718,Intergenic,chr5,Open_Sea
cg11347955,Intergenic,chr5,N_Shelf
cg11349123,Intergenic,chr6,N_Shore
cg11349187,Intergenic,chr12,Open_Sea
cg11349980,Intergenic,chr10,Open_Sea
cg11350356,Intergenic,chr6,Open_Sea
cg11350504,Intergenic,chr13,N_Shore
cg11353548,Intergenic,chr5,N_Shelf
cg11359720,Intergenic,chr21,Island
cg11361636,Intergenic,chr3,N_Shore
cg11361658,Intergenic,chr5,Open_Sea
cg11362988,Intergenic,chr7,Island
cg11365710,Intergenic,chr12,Open_Sea
cg11373252,Intergenic,chr2,Open_Sea
cg11374051,Intergenic,chr2,Open_Sea
cg11377397,Intergenic,chr10,S_Shelf
cg11378674,Intergenic,chr13,Open_Sea
cg11379028,Intergenic,*,Open_Sea
cg11380483,Intergenic,chr2,Open_Sea
cg11380909,Intergenic,chr8,Open_Sea
cg11381404,Intergenic,chr3,Open_Sea
cg11383374,Intergenic,chr1,Island
cg11384084,Intergenic,chr12,Island
cg11385094,Intergenic,chr1,Open_Sea
cg11387916,Intergenic,chr6,Open_Sea
cg11388277,Intergenic,chr4,N_Shelf
cg11393040,Intergenic,chr1,S_Shore
cg11396411,Intergenic,chr7,Open_Sea
cg11397033,Intergenic,chr7,Island
cg11398309,Intergenic,chr2,Open_Sea
cg11399640,Intergenic,chr15,Open_Sea
cg11401159,Intergenic,chr5,Open_Sea
cg11403907,Intergenic,chr1,Open_Sea
cg11406453,Intergenic,chr1,Open_Sea
cg11409006,Intergenic,chr15,N_Shore
cg11409285,Intergenic,chr17,Open_Sea
cg11411127,Intergenic,*,Open_Sea
cg11412703,Intergenic,chr6,Open_Sea
cg11412853,Intergenic,chr12,N_Shore
cg11413576,Intergenic,chr8,Open_Sea
cg11414017,Intergenic,chr7,Island
cg11418725,Intergenic,chr5,Open_Sea
cg11419030,Intergenic,chr5,S_Shore
cg11423680,Intergenic,chr5,N_Shelf
cg11423891,Intergenic,chr6,Island
cg11424776,Intergenic,chr5,Island
cg11427028,Intergenic,chr4,Open_Sea
cg11429111,Intergenic,chr5,Open_Sea
cg11431723,Intergenic,chr3,Open_Sea
cg11436113,Intergenic,chr20,N_Shore
cg11437120,Intergenic,chr5,S_Shelf
cg11438134,Intergenic,chr21,Island
cg11438150,Intergenic,chr17,S_Shelf
cg11439308,Intergenic,chr15,Open_Sea
cg11440344,Intergenic,chr3,Open_Sea
cg11443568,Intergenic,chr2,N_Shelf
cg11446398,Intergenic,chr5,Open_Sea
cg11446543,Intergenic,chr10,N_Shore
cg11447551,Intergenic,chr2,Open_Sea
cg11447849,Intergenic,chr15,Island
cg11448547,Intergenic,*,Open_Sea
cg11452596,Intergenic,chr10,N_Shore
cg11455862,Intergenic,chr7,Island
cg11458214,Intergenic,chr4,Island
cg11460641,Intergenic,chr2,S_Shelf
cg11461825,Intergenic,chr10,S_Shore
cg11464885,Intergenic,chr15,Open_Sea
cg11466449,Intergenic,chr8,N_Shore
cg11470941,Intergenic,chr4,Open_Sea
cg11474864,Intergenic,chr18,Island
cg11478000,Intergenic,*,Open_Sea
cg11478200,Intergenic,chr6,Island
cg11478481,Intergenic,chr17,S_Shore
cg11480304,Intergenic,chr13,N_Shelf
cg11481288,Intergenic,chr4,Open_Sea
cg11481687,Intergenic,chr14,Island
cg11482879,Intergenic,chr17,Open_Sea
cg11483105,Intergenic,chr5,Open_Sea
cg11484721,Intergenic,chr15,Open_Sea
cg11491998,Intergenic,chr6,Island
cg11493923,Intergenic,chr6,Open_Sea
cg11495006,Intergenic,chr10,S_Shelf
cg11503182,Intergenic,chr5,Open_Sea
cg11503661,Intergenic,chr2,Island
